,year,week,country,boot,value
4,2.0,4.0,38.0,3.0,0.0
5,2.0,5.0,38.0,3.0,0.0
6,2.0,6.0,38.0,3.0,0.0
7,2.0,7.0,38.0,3.0,0.0
8,2.0,8.0,38.0,3.0,0.0
9,2.0,9.0,38.0,3.0,0.0
10,2.0,10.0,38.0,3.0,0.0
11,2.0,11.0,38.0,3.0,0.0
0,2.0,0.0,38.0,4.0,0.0
1,2.0,1.0,38.0,4.0,0.0
2,2.0,2.0,38.0,4.0,0.0
3,2.0,3.0,38.0,4.0,0.0
4,2.0,4.0,38.0,4.0,0.0
5,2.0,5.0,38.0,4.0,0.0
6,2.0,6.0,38.0,4.0,0.0
7,2.0,7.0,38.0,4.0,0.0
8,2.0,8.0,38.0,4.0,0.0
9,2.0,9.0,38.0,4.0,0.0
10,2.0,10.0,38.0,4.0,0.0
11,2.0,11.0,38.0,4.0,0.0
0,2.0,0.0,38.0,5.0,0.0
1,2.0,1.0,38.0,5.0,0.0
2,2.0,2.0,38.0,5.0,0.0
3,2.0,3.0,38.0,5.0,0.0
4,2.0,4.0,38.0,5.0,0.0
5,2.0,5.0,38.0,5.0,0.0
6,2.0,6.0,38.0,5.0,0.0
7,2.0,7.0,38.0,5.0,0.0
8,2.0,8.0,38.0,5.0,0.0
9,2.0,9.0,38.0,5.0,0.0
10,2.0,10.0,38.0,5.0,0.0
11,2.0,11.0,38.0,5.0,0.0
0,2.0,0.0,38.0,6.0,0.0
1,2.0,1.0,38.0,6.0,0.0
2,2.0,2.0,38.0,6.0,0.0
3,2.0,3.0,38.0,6.0,0.0
4,2.0,4.0,38.0,6.0,0.0
5,2.0,5.0,38.0,6.0,0.0
6,2.0,6.0,38.0,6.0,0.0
7,2.0,7.0,38.0,6.0,0.0
8,2.0,8.0,38.0,6.0,0.0
9,2.0,9.0,38.0,6.0,0.0
10,2.0,10.0,38.0,6.0,0.0
11,2.0,11.0,38.0,6.0,0.0
0,2.0,0.0,38.0,7.0,0.0
1,2.0,1.0,38.0,7.0,0.0
2,2.0,2.0,38.0,7.0,0.0
3,2.0,3.0,38.0,7.0,0.0
4,2.0,4.0,38.0,7.0,0.0
5,2.0,5.0,38.0,7.0,0.0
6,2.0,6.0,38.0,7.0,0.0
7,2.0,7.0,38.0,7.0,0.0
8,2.0,8.0,38.0,7.0,0.0
9,2.0,9.0,38.0,7.0,0.0
10,2.0,10.0,38.0,7.0,0.0
11,2.0,11.0,38.0,7.0,0.0
0,2.0,0.0,38.0,8.0,0.0
1,2.0,1.0,38.0,8.0,0.0
2,2.0,2.0,38.0,8.0,0.0
3,2.0,3.0,38.0,8.0,0.0
4,2.0,4.0,38.0,8.0,0.0
5,2.0,5.0,38.0,8.0,0.0
6,2.0,6.0,38.0,8.0,0.0
7,2.0,7.0,38.0,8.0,0.0
8,2.0,8.0,38.0,8.0,0.0
9,2.0,9.0,38.0,8.0,0.0
10,2.0,10.0,38.0,8.0,0.0
11,2.0,11.0,38.0,8.0,0.0
0,2.0,0.0,38.0,9.0,0.0
1,2.0,1.0,38.0,9.0,0.0
2,2.0,2.0,38.0,9.0,0.0
3,2.0,3.0,38.0,9.0,0.0
4,2.0,4.0,38.0,9.0,0.0
5,2.0,5.0,38.0,9.0,0.0
6,2.0,6.0,38.0,9.0,0.0
7,2.0,7.0,38.0,9.0,0.0
8,2.0,8.0,38.0,9.0,0.0
9,2.0,9.0,38.0,9.0,0.0
10,2.0,10.0,38.0,9.0,0.0
11,2.0,11.0,38.0,9.0,0.0
0,2.0,0.0,38.0,10.0,0.0
1,2.0,1.0,38.0,10.0,0.0
2,2.0,2.0,38.0,10.0,0.0
3,2.0,3.0,38.0,10.0,0.0
4,2.0,4.0,38.0,10.0,0.0
5,2.0,5.0,38.0,10.0,0.0
6,2.0,6.0,38.0,10.0,0.0
7,2.0,7.0,38.0,10.0,0.0
8,2.0,8.0,38.0,10.0,0.0
9,2.0,9.0,38.0,10.0,0.0
10,2.0,10.0,38.0,10.0,0.0
11,2.0,11.0,38.0,10.0,0.0
0,2.0,0.0,38.0,11.0,0.0
1,2.0,1.0,38.0,11.0,0.0
2,2.0,2.0,38.0,11.0,0.0
3,2.0,3.0,38.0,11.0,0.0
4,2.0,4.0,38.0,11.0,0.0
5,2.0,5.0,38.0,11.0,0.0
6,2.0,6.0,38.0,11.0,0.0
7,2.0,7.0,38.0,11.0,0.0
8,2.0,8.0,38.0,11.0,0.0
9,2.0,9.0,38.0,11.0,0.0
10,2.0,10.0,38.0,11.0,0.0
11,2.0,11.0,38.0,11.0,0.0
0,2.0,0.0,38.0,12.0,0.0
1,2.0,1.0,38.0,12.0,0.0
2,2.0,2.0,38.0,12.0,0.0
3,2.0,3.0,38.0,12.0,0.0
4,2.0,4.0,38.0,12.0,0.0
5,2.0,5.0,38.0,12.0,0.0
6,2.0,6.0,38.0,12.0,0.0
7,2.0,7.0,38.0,12.0,0.0
8,2.0,8.0,38.0,12.0,0.0
9,2.0,9.0,38.0,12.0,0.0
10,2.0,10.0,38.0,12.0,0.0
11,2.0,11.0,38.0,12.0,0.0
0,2.0,0.0,38.0,13.0,0.0
1,2.0,1.0,38.0,13.0,0.0
2,2.0,2.0,38.0,13.0,0.0
3,2.0,3.0,38.0,13.0,0.0
4,2.0,4.0,38.0,13.0,0.0
5,2.0,5.0,38.0,13.0,0.0
6,2.0,6.0,38.0,13.0,0.0
7,2.0,7.0,38.0,13.0,0.0
8,2.0,8.0,38.0,13.0,0.0
9,2.0,9.0,38.0,13.0,0.0
10,2.0,10.0,38.0,13.0,0.0
11,2.0,11.0,38.0,13.0,0.0
0,2.0,0.0,38.0,14.0,0.0
1,2.0,1.0,38.0,14.0,0.0
2,2.0,2.0,38.0,14.0,0.0
3,2.0,3.0,38.0,14.0,0.0
4,2.0,4.0,38.0,14.0,0.0
5,2.0,5.0,38.0,14.0,0.0
6,2.0,6.0,38.0,14.0,0.0
7,2.0,7.0,38.0,14.0,0.0
8,2.0,8.0,38.0,14.0,0.0
9,2.0,9.0,38.0,14.0,0.0
10,2.0,10.0,38.0,14.0,0.0
11,2.0,11.0,38.0,14.0,0.0
0,2.0,0.0,39.0,0.0,0.0
1,2.0,1.0,39.0,0.0,0.0
2,2.0,2.0,39.0,0.0,0.0
3,2.0,3.0,39.0,0.0,0.0
4,2.0,4.0,39.0,0.0,0.0
5,2.0,5.0,39.0,0.0,0.0
6,2.0,6.0,39.0,0.0,0.0
7,2.0,7.0,39.0,0.0,0.0
8,2.0,8.0,39.0,0.0,0.0
9,2.0,9.0,39.0,0.0,0.0
10,2.0,10.0,39.0,0.0,0.0
11,2.0,11.0,39.0,0.0,0.0
0,2.0,0.0,39.0,1.0,0.0
1,2.0,1.0,39.0,1.0,0.0
2,2.0,2.0,39.0,1.0,0.0
3,2.0,3.0,39.0,1.0,0.0
4,2.0,4.0,39.0,1.0,0.0
5,2.0,5.0,39.0,1.0,0.0
6,2.0,6.0,39.0,1.0,0.0
7,2.0,7.0,39.0,1.0,0.0
8,2.0,8.0,39.0,1.0,0.0
9,2.0,9.0,39.0,1.0,0.0
10,2.0,10.0,39.0,1.0,0.0
11,2.0,11.0,39.0,1.0,0.0
0,2.0,0.0,39.0,2.0,0.0
1,2.0,1.0,39.0,2.0,0.0
2,2.0,2.0,39.0,2.0,0.0
3,2.0,3.0,39.0,2.0,0.0
4,2.0,4.0,39.0,2.0,0.0
5,2.0,5.0,39.0,2.0,0.0
6,2.0,6.0,39.0,2.0,0.0
7,2.0,7.0,39.0,2.0,0.0
8,2.0,8.0,39.0,2.0,0.0
9,2.0,9.0,39.0,2.0,0.0
10,2.0,10.0,39.0,2.0,0.0
11,2.0,11.0,39.0,2.0,0.0
0,2.0,0.0,39.0,3.0,0.0
1,2.0,1.0,39.0,3.0,0.0
2,2.0,2.0,39.0,3.0,0.0
3,2.0,3.0,39.0,3.0,0.0
4,2.0,4.0,39.0,3.0,0.0
5,2.0,5.0,39.0,3.0,0.0
6,2.0,6.0,39.0,3.0,0.0
7,2.0,7.0,39.0,3.0,0.0
8,2.0,8.0,39.0,3.0,0.0
9,2.0,9.0,39.0,3.0,0.0
10,2.0,10.0,39.0,3.0,0.0
11,2.0,11.0,39.0,3.0,0.0
0,2.0,0.0,39.0,4.0,0.0
1,2.0,1.0,39.0,4.0,0.0
2,2.0,2.0,39.0,4.0,0.0
3,2.0,3.0,39.0,4.0,0.0
4,2.0,4.0,39.0,4.0,0.0
5,2.0,5.0,39.0,4.0,0.0
6,2.0,6.0,39.0,4.0,0.0
7,2.0,7.0,39.0,4.0,0.0
8,2.0,8.0,39.0,4.0,0.0
9,2.0,9.0,39.0,4.0,0.0
10,2.0,10.0,39.0,4.0,0.0
11,2.0,11.0,39.0,4.0,0.0
0,2.0,0.0,39.0,5.0,0.0
1,2.0,1.0,39.0,5.0,0.0
2,2.0,2.0,39.0,5.0,0.0
3,2.0,3.0,39.0,5.0,0.0
4,2.0,4.0,39.0,5.0,0.0
5,2.0,5.0,39.0,5.0,0.0
6,2.0,6.0,39.0,5.0,0.0
7,2.0,7.0,39.0,5.0,0.0
8,2.0,8.0,39.0,5.0,0.0
9,2.0,9.0,39.0,5.0,0.0
10,2.0,10.0,39.0,5.0,0.0
11,2.0,11.0,39.0,5.0,0.0
0,2.0,0.0,39.0,6.0,0.0
1,2.0,1.0,39.0,6.0,0.0
2,2.0,2.0,39.0,6.0,0.0
3,2.0,3.0,39.0,6.0,0.0
4,2.0,4.0,39.0,6.0,0.0
5,2.0,5.0,39.0,6.0,0.0
6,2.0,6.0,39.0,6.0,0.0
7,2.0,7.0,39.0,6.0,0.0
8,2.0,8.0,39.0,6.0,0.0
9,2.0,9.0,39.0,6.0,0.0
10,2.0,10.0,39.0,6.0,0.0
11,2.0,11.0,39.0,6.0,0.0
0,2.0,0.0,39.0,7.0,0.0
1,2.0,1.0,39.0,7.0,0.0
2,2.0,2.0,39.0,7.0,0.0
3,2.0,3.0,39.0,7.0,0.0
4,2.0,4.0,39.0,7.0,0.0
5,2.0,5.0,39.0,7.0,0.0
6,2.0,6.0,39.0,7.0,0.0
7,2.0,7.0,39.0,7.0,0.0
8,2.0,8.0,39.0,7.0,0.0
9,2.0,9.0,39.0,7.0,0.0
10,2.0,10.0,39.0,7.0,0.0
11,2.0,11.0,39.0,7.0,0.0
0,2.0,0.0,39.0,8.0,0.0
1,2.0,1.0,39.0,8.0,0.0
2,2.0,2.0,39.0,8.0,0.0
3,2.0,3.0,39.0,8.0,0.0
4,2.0,4.0,39.0,8.0,0.0
5,2.0,5.0,39.0,8.0,0.0
6,2.0,6.0,39.0,8.0,0.0
7,2.0,7.0,39.0,8.0,0.0
8,2.0,8.0,39.0,8.0,0.0
9,2.0,9.0,39.0,8.0,0.0
10,2.0,10.0,39.0,8.0,0.0
11,2.0,11.0,39.0,8.0,0.0
0,2.0,0.0,39.0,9.0,0.0
1,2.0,1.0,39.0,9.0,0.0
2,2.0,2.0,39.0,9.0,0.0
3,2.0,3.0,39.0,9.0,0.0
4,2.0,4.0,39.0,9.0,0.0
5,2.0,5.0,39.0,9.0,0.0
6,2.0,6.0,39.0,9.0,0.0
7,2.0,7.0,39.0,9.0,0.0
8,2.0,8.0,39.0,9.0,0.0
9,2.0,9.0,39.0,9.0,0.0
10,2.0,10.0,39.0,9.0,0.0
11,2.0,11.0,39.0,9.0,0.0
0,2.0,0.0,39.0,10.0,0.0
1,2.0,1.0,39.0,10.0,0.0
2,2.0,2.0,39.0,10.0,0.0
3,2.0,3.0,39.0,10.0,0.0
4,2.0,4.0,39.0,10.0,0.0
5,2.0,5.0,39.0,10.0,0.0
6,2.0,6.0,39.0,10.0,0.0
7,2.0,7.0,39.0,10.0,0.0
8,2.0,8.0,39.0,10.0,0.0
9,2.0,9.0,39.0,10.0,0.0
10,2.0,10.0,39.0,10.0,0.0
11,2.0,11.0,39.0,10.0,0.0
0,2.0,0.0,39.0,11.0,0.0
1,2.0,1.0,39.0,11.0,0.0
2,2.0,2.0,39.0,11.0,0.0
3,2.0,3.0,39.0,11.0,0.0
4,2.0,4.0,39.0,11.0,0.0
5,2.0,5.0,39.0,11.0,0.0
6,2.0,6.0,39.0,11.0,0.0
7,2.0,7.0,39.0,11.0,0.0
8,2.0,8.0,39.0,11.0,0.0
9,2.0,9.0,39.0,11.0,0.0
10,2.0,10.0,39.0,11.0,0.0
11,2.0,11.0,39.0,11.0,0.0
0,2.0,0.0,39.0,12.0,0.0
1,2.0,1.0,39.0,12.0,0.0
2,2.0,2.0,39.0,12.0,0.0
3,2.0,3.0,39.0,12.0,0.0
4,2.0,4.0,39.0,12.0,0.0
5,2.0,5.0,39.0,12.0,0.0
6,2.0,6.0,39.0,12.0,0.0
7,2.0,7.0,39.0,12.0,0.0
8,2.0,8.0,39.0,12.0,0.0
9,2.0,9.0,39.0,12.0,0.0
10,2.0,10.0,39.0,12.0,0.0
11,2.0,11.0,39.0,12.0,0.0
0,2.0,0.0,39.0,13.0,0.0
1,2.0,1.0,39.0,13.0,0.0
2,2.0,2.0,39.0,13.0,0.0
3,2.0,3.0,39.0,13.0,0.0
4,2.0,4.0,39.0,13.0,0.0
5,2.0,5.0,39.0,13.0,0.0
6,2.0,6.0,39.0,13.0,0.0
7,2.0,7.0,39.0,13.0,0.0
8,2.0,8.0,39.0,13.0,0.0
9,2.0,9.0,39.0,13.0,0.0
10,2.0,10.0,39.0,13.0,0.0
11,2.0,11.0,39.0,13.0,0.0
0,2.0,0.0,39.0,14.0,0.0
1,2.0,1.0,39.0,14.0,0.0
2,2.0,2.0,39.0,14.0,0.0
3,2.0,3.0,39.0,14.0,0.0
4,2.0,4.0,39.0,14.0,0.0
5,2.0,5.0,39.0,14.0,0.0
6,2.0,6.0,39.0,14.0,0.0
7,2.0,7.0,39.0,14.0,0.0
8,2.0,8.0,39.0,14.0,0.0
9,2.0,9.0,39.0,14.0,0.0
10,2.0,10.0,39.0,14.0,0.0
11,2.0,11.0,39.0,14.0,0.0
0,2.0,0.0,40.0,0.0,0.0
1,2.0,1.0,40.0,0.0,0.0
2,2.0,2.0,40.0,0.0,0.0
3,2.0,3.0,40.0,0.0,0.0
4,2.0,4.0,40.0,0.0,0.0
5,2.0,5.0,40.0,0.0,0.0
6,2.0,6.0,40.0,0.0,0.0
7,2.0,7.0,40.0,0.0,0.0
8,2.0,8.0,40.0,0.0,0.0
9,2.0,9.0,40.0,0.0,0.0
10,2.0,10.0,40.0,0.0,0.0
11,2.0,11.0,40.0,0.0,0.0
0,2.0,0.0,40.0,1.0,0.0
1,2.0,1.0,40.0,1.0,0.0
2,2.0,2.0,40.0,1.0,0.0
3,2.0,3.0,40.0,1.0,0.0
4,2.0,4.0,40.0,1.0,0.0
5,2.0,5.0,40.0,1.0,0.0
6,2.0,6.0,40.0,1.0,0.0
7,2.0,7.0,40.0,1.0,0.0
8,2.0,8.0,40.0,1.0,0.0
9,2.0,9.0,40.0,1.0,0.0
10,2.0,10.0,40.0,1.0,0.0
11,2.0,11.0,40.0,1.0,0.0
0,2.0,0.0,40.0,2.0,0.0
1,2.0,1.0,40.0,2.0,0.0
2,2.0,2.0,40.0,2.0,0.0
3,2.0,3.0,40.0,2.0,0.0
4,2.0,4.0,40.0,2.0,0.0
5,2.0,5.0,40.0,2.0,0.0
6,2.0,6.0,40.0,2.0,0.0
7,2.0,7.0,40.0,2.0,0.0
8,2.0,8.0,40.0,2.0,0.0
9,2.0,9.0,40.0,2.0,0.0
10,2.0,10.0,40.0,2.0,0.0
11,2.0,11.0,40.0,2.0,0.0
0,2.0,0.0,40.0,3.0,0.0
1,2.0,1.0,40.0,3.0,0.0
2,2.0,2.0,40.0,3.0,0.0
3,2.0,3.0,40.0,3.0,0.0
4,2.0,4.0,40.0,3.0,0.0
5,2.0,5.0,40.0,3.0,0.0
6,2.0,6.0,40.0,3.0,0.0
7,2.0,7.0,40.0,3.0,0.0
8,2.0,8.0,40.0,3.0,0.0
9,2.0,9.0,40.0,3.0,0.0
10,2.0,10.0,40.0,3.0,0.0
11,2.0,11.0,40.0,3.0,0.0
0,2.0,0.0,40.0,4.0,0.0
1,2.0,1.0,40.0,4.0,0.0
2,2.0,2.0,40.0,4.0,0.0
3,2.0,3.0,40.0,4.0,0.0
4,2.0,4.0,40.0,4.0,0.0
5,2.0,5.0,40.0,4.0,0.0
6,2.0,6.0,40.0,4.0,0.0
7,2.0,7.0,40.0,4.0,0.0
8,2.0,8.0,40.0,4.0,0.0
9,2.0,9.0,40.0,4.0,0.0
10,2.0,10.0,40.0,4.0,0.0
11,2.0,11.0,40.0,4.0,0.0
0,2.0,0.0,40.0,5.0,0.0
1,2.0,1.0,40.0,5.0,0.0
2,2.0,2.0,40.0,5.0,0.0
3,2.0,3.0,40.0,5.0,0.0
4,2.0,4.0,40.0,5.0,0.0
5,2.0,5.0,40.0,5.0,0.0
6,2.0,6.0,40.0,5.0,0.0
7,2.0,7.0,40.0,5.0,0.0
8,2.0,8.0,40.0,5.0,0.0
9,2.0,9.0,40.0,5.0,0.0
10,2.0,10.0,40.0,5.0,0.0
11,2.0,11.0,40.0,5.0,0.0
0,2.0,0.0,40.0,6.0,0.0
1,2.0,1.0,40.0,6.0,0.0
2,2.0,2.0,40.0,6.0,0.0
3,2.0,3.0,40.0,6.0,0.0
4,2.0,4.0,40.0,6.0,0.0
5,2.0,5.0,40.0,6.0,0.0
6,2.0,6.0,40.0,6.0,0.0
7,2.0,7.0,40.0,6.0,0.0
8,2.0,8.0,40.0,6.0,0.0
9,2.0,9.0,40.0,6.0,0.0
10,2.0,10.0,40.0,6.0,0.0
11,2.0,11.0,40.0,6.0,0.0
0,2.0,0.0,40.0,7.0,0.0
1,2.0,1.0,40.0,7.0,0.0
2,2.0,2.0,40.0,7.0,0.0
3,2.0,3.0,40.0,7.0,0.0
4,2.0,4.0,40.0,7.0,0.0
5,2.0,5.0,40.0,7.0,0.0
6,2.0,6.0,40.0,7.0,0.0
7,2.0,7.0,40.0,7.0,0.0
8,2.0,8.0,40.0,7.0,0.0
9,2.0,9.0,40.0,7.0,0.0
10,2.0,10.0,40.0,7.0,0.0
11,2.0,11.0,40.0,7.0,0.0
0,2.0,0.0,40.0,8.0,0.0
1,2.0,1.0,40.0,8.0,0.0
2,2.0,2.0,40.0,8.0,0.0
3,2.0,3.0,40.0,8.0,0.0
4,2.0,4.0,40.0,8.0,0.0
5,2.0,5.0,40.0,8.0,0.0
6,2.0,6.0,40.0,8.0,0.0
7,2.0,7.0,40.0,8.0,0.0
8,2.0,8.0,40.0,8.0,0.0
9,2.0,9.0,40.0,8.0,0.0
10,2.0,10.0,40.0,8.0,0.0
11,2.0,11.0,40.0,8.0,0.0
0,2.0,0.0,40.0,9.0,0.0
1,2.0,1.0,40.0,9.0,0.0
2,2.0,2.0,40.0,9.0,0.0
3,2.0,3.0,40.0,9.0,0.0
4,2.0,4.0,40.0,9.0,0.0
5,2.0,5.0,40.0,9.0,0.0
6,2.0,6.0,40.0,9.0,0.0
7,2.0,7.0,40.0,9.0,0.0
8,2.0,8.0,40.0,9.0,0.0
9,2.0,9.0,40.0,9.0,0.0
10,2.0,10.0,40.0,9.0,0.0
11,2.0,11.0,40.0,9.0,0.0
0,2.0,0.0,40.0,10.0,0.0
1,2.0,1.0,40.0,10.0,0.0
2,2.0,2.0,40.0,10.0,0.0
3,2.0,3.0,40.0,10.0,0.0
4,2.0,4.0,40.0,10.0,0.0
5,2.0,5.0,40.0,10.0,0.0
6,2.0,6.0,40.0,10.0,0.0
7,2.0,7.0,40.0,10.0,0.0
8,2.0,8.0,40.0,10.0,0.0
9,2.0,9.0,40.0,10.0,0.0
10,2.0,10.0,40.0,10.0,0.0
11,2.0,11.0,40.0,10.0,0.0
0,2.0,0.0,40.0,11.0,0.0
1,2.0,1.0,40.0,11.0,0.0
2,2.0,2.0,40.0,11.0,0.0
3,2.0,3.0,40.0,11.0,0.0
4,2.0,4.0,40.0,11.0,0.0
5,2.0,5.0,40.0,11.0,0.0
6,2.0,6.0,40.0,11.0,0.0
7,2.0,7.0,40.0,11.0,0.0
8,2.0,8.0,40.0,11.0,0.0
9,2.0,9.0,40.0,11.0,0.0
10,2.0,10.0,40.0,11.0,0.0
11,2.0,11.0,40.0,11.0,0.0
0,2.0,0.0,40.0,12.0,0.0
1,2.0,1.0,40.0,12.0,0.0
2,2.0,2.0,40.0,12.0,0.0
3,2.0,3.0,40.0,12.0,0.0
4,2.0,4.0,40.0,12.0,0.0
5,2.0,5.0,40.0,12.0,0.0
6,2.0,6.0,40.0,12.0,0.0
7,2.0,7.0,40.0,12.0,0.0
8,2.0,8.0,40.0,12.0,0.0
9,2.0,9.0,40.0,12.0,0.0
10,2.0,10.0,40.0,12.0,0.0
11,2.0,11.0,40.0,12.0,0.0
0,2.0,0.0,40.0,13.0,0.0
1,2.0,1.0,40.0,13.0,0.0
2,2.0,2.0,40.0,13.0,0.0
3,2.0,3.0,40.0,13.0,0.0
4,2.0,4.0,40.0,13.0,0.0
5,2.0,5.0,40.0,13.0,0.0
6,2.0,6.0,40.0,13.0,0.0
7,2.0,7.0,40.0,13.0,0.0
8,2.0,8.0,40.0,13.0,0.0
9,2.0,9.0,40.0,13.0,0.0
10,2.0,10.0,40.0,13.0,0.0
11,2.0,11.0,40.0,13.0,0.0
0,2.0,0.0,40.0,14.0,0.0
1,2.0,1.0,40.0,14.0,0.0
2,2.0,2.0,40.0,14.0,0.0
3,2.0,3.0,40.0,14.0,0.0
4,2.0,4.0,40.0,14.0,0.0
5,2.0,5.0,40.0,14.0,0.0
6,2.0,6.0,40.0,14.0,0.0
7,2.0,7.0,40.0,14.0,0.0
8,2.0,8.0,40.0,14.0,0.0
9,2.0,9.0,40.0,14.0,0.0
10,2.0,10.0,40.0,14.0,0.0
11,2.0,11.0,40.0,14.0,0.0
0,2.0,0.0,41.0,0.0,0.0
1,2.0,1.0,41.0,0.0,0.0
2,2.0,2.0,41.0,0.0,0.0
3,2.0,3.0,41.0,0.0,0.0
4,2.0,4.0,41.0,0.0,0.0
5,2.0,5.0,41.0,0.0,0.0
6,2.0,6.0,41.0,0.0,0.0
7,2.0,7.0,41.0,0.0,0.0
8,2.0,8.0,41.0,0.0,0.0
9,2.0,9.0,41.0,0.0,0.0
10,2.0,10.0,41.0,0.0,0.0
11,2.0,11.0,41.0,0.0,0.0
0,2.0,0.0,41.0,1.0,0.0
1,2.0,1.0,41.0,1.0,0.0
2,2.0,2.0,41.0,1.0,0.0
3,2.0,3.0,41.0,1.0,0.0
4,2.0,4.0,41.0,1.0,0.0
5,2.0,5.0,41.0,1.0,0.0
6,2.0,6.0,41.0,1.0,0.0
7,2.0,7.0,41.0,1.0,0.0
8,2.0,8.0,41.0,1.0,0.0
9,2.0,9.0,41.0,1.0,0.0
10,2.0,10.0,41.0,1.0,0.0
11,2.0,11.0,41.0,1.0,0.0
0,2.0,0.0,41.0,2.0,0.0
1,2.0,1.0,41.0,2.0,0.0
2,2.0,2.0,41.0,2.0,0.0
3,2.0,3.0,41.0,2.0,0.0
4,2.0,4.0,41.0,2.0,0.0
5,2.0,5.0,41.0,2.0,0.0
6,2.0,6.0,41.0,2.0,0.0
7,2.0,7.0,41.0,2.0,0.0
8,2.0,8.0,41.0,2.0,0.0
9,2.0,9.0,41.0,2.0,0.0
10,2.0,10.0,41.0,2.0,0.0
11,2.0,11.0,41.0,2.0,0.0
0,2.0,0.0,41.0,3.0,0.0
1,2.0,1.0,41.0,3.0,0.0
2,2.0,2.0,41.0,3.0,0.0
3,2.0,3.0,41.0,3.0,0.0
4,2.0,4.0,41.0,3.0,0.0
5,2.0,5.0,41.0,3.0,0.0
6,2.0,6.0,41.0,3.0,0.0
7,2.0,7.0,41.0,3.0,0.0
8,2.0,8.0,41.0,3.0,0.0
9,2.0,9.0,41.0,3.0,0.0
10,2.0,10.0,41.0,3.0,0.0
11,2.0,11.0,41.0,3.0,0.0
0,2.0,0.0,41.0,4.0,0.0
1,2.0,1.0,41.0,4.0,0.0
2,2.0,2.0,41.0,4.0,0.0
3,2.0,3.0,41.0,4.0,0.0
4,2.0,4.0,41.0,4.0,0.0
5,2.0,5.0,41.0,4.0,0.0
6,2.0,6.0,41.0,4.0,0.0
7,2.0,7.0,41.0,4.0,0.0
8,2.0,8.0,41.0,4.0,0.0
9,2.0,9.0,41.0,4.0,0.0
10,2.0,10.0,41.0,4.0,0.0
11,2.0,11.0,41.0,4.0,0.0
0,2.0,0.0,41.0,5.0,0.0
1,2.0,1.0,41.0,5.0,0.0
2,2.0,2.0,41.0,5.0,0.0
3,2.0,3.0,41.0,5.0,0.0
4,2.0,4.0,41.0,5.0,0.0
5,2.0,5.0,41.0,5.0,0.0
6,2.0,6.0,41.0,5.0,0.0
7,2.0,7.0,41.0,5.0,0.0
8,2.0,8.0,41.0,5.0,0.0
9,2.0,9.0,41.0,5.0,0.0
10,2.0,10.0,41.0,5.0,0.0
11,2.0,11.0,41.0,5.0,0.0
0,2.0,0.0,41.0,6.0,0.0
1,2.0,1.0,41.0,6.0,0.0
2,2.0,2.0,41.0,6.0,0.0
3,2.0,3.0,41.0,6.0,0.0
4,2.0,4.0,41.0,6.0,0.0
5,2.0,5.0,41.0,6.0,0.0
6,2.0,6.0,41.0,6.0,0.0
7,2.0,7.0,41.0,6.0,0.0
8,2.0,8.0,41.0,6.0,0.0
9,2.0,9.0,41.0,6.0,0.0
10,2.0,10.0,41.0,6.0,0.0
11,2.0,11.0,41.0,6.0,0.0
0,2.0,0.0,41.0,7.0,0.0
1,2.0,1.0,41.0,7.0,0.0
2,2.0,2.0,41.0,7.0,0.0
3,2.0,3.0,41.0,7.0,0.0
4,2.0,4.0,41.0,7.0,0.0
5,2.0,5.0,41.0,7.0,0.0
6,2.0,6.0,41.0,7.0,0.0
7,2.0,7.0,41.0,7.0,0.0
8,2.0,8.0,41.0,7.0,0.0
9,2.0,9.0,41.0,7.0,0.0
10,2.0,10.0,41.0,7.0,0.0
11,2.0,11.0,41.0,7.0,0.0
0,2.0,0.0,41.0,8.0,0.0
1,2.0,1.0,41.0,8.0,0.0
2,2.0,2.0,41.0,8.0,0.0
3,2.0,3.0,41.0,8.0,0.0
4,2.0,4.0,41.0,8.0,0.0
5,2.0,5.0,41.0,8.0,0.0
6,2.0,6.0,41.0,8.0,0.0
7,2.0,7.0,41.0,8.0,0.0
8,2.0,8.0,41.0,8.0,0.0
9,2.0,9.0,41.0,8.0,0.0
10,2.0,10.0,41.0,8.0,0.0
11,2.0,11.0,41.0,8.0,0.0
0,2.0,0.0,41.0,9.0,0.0
1,2.0,1.0,41.0,9.0,0.0
2,2.0,2.0,41.0,9.0,0.0
3,2.0,3.0,41.0,9.0,0.0
4,2.0,4.0,41.0,9.0,0.0
5,2.0,5.0,41.0,9.0,0.0
6,2.0,6.0,41.0,9.0,0.0
7,2.0,7.0,41.0,9.0,0.0
8,2.0,8.0,41.0,9.0,0.0
9,2.0,9.0,41.0,9.0,0.0
10,2.0,10.0,41.0,9.0,0.0
11,2.0,11.0,41.0,9.0,0.0
0,2.0,0.0,41.0,10.0,0.0
1,2.0,1.0,41.0,10.0,0.0
2,2.0,2.0,41.0,10.0,0.0
3,2.0,3.0,41.0,10.0,0.0
4,2.0,4.0,41.0,10.0,0.0
5,2.0,5.0,41.0,10.0,0.0
6,2.0,6.0,41.0,10.0,0.0
7,2.0,7.0,41.0,10.0,0.0
8,2.0,8.0,41.0,10.0,0.0
9,2.0,9.0,41.0,10.0,0.0
10,2.0,10.0,41.0,10.0,0.0
11,2.0,11.0,41.0,10.0,0.0
0,2.0,0.0,41.0,11.0,0.0
1,2.0,1.0,41.0,11.0,0.0
2,2.0,2.0,41.0,11.0,0.0
